# meta_json: {"atom_symbols": ["Sn", "Sn", "Sn", "Sn"], "lattice_vectors_override_angstrom": [[4.522901963739642, 0.0, 0.0], [0.0, 7.833896869197211, 0.0], [0.0, 0.0, 17.000005466010006]], "lattice_vectors_raw": null, "source_format": "qe_q2r_fc", "thickness_angstrom": 3.954, "thickness_direction": 3, "transport_direction": 2, "transverse_area_m2": 1.7883554364626547e-19}
# omega_qe	freq_thz	freq_cm^-1	transmission	transmission_per_m2
1.6585059597e-03	5.45622250	181.99999206	1.100933309802e+00	6.156121357953e+18
1.6740060154e-03	5.50721523	183.70092656	1.211905679796e+00	6.776648842206e+18
1.6895060711e-03	5.55820796	185.40186107	1.213749337324e+00	6.786958076546e+18
1.7050061268e-03	5.60920070	187.10279557	1.646885688367e+00	9.208939424393e+18
1.7205061825e-03	5.66019343	188.80373008	1.212950205742e+00	6.782489548842e+18
1.7360062382e-03	5.71118617	190.50466459	1.103991946964e+00	6.173224429860e+18
1.7515062939e-03	5.76217890	192.20559909	1.104197242656e+00	6.174372387854e+18
1.7670063496e-03	5.81317163	193.90653360	7.741611519528e-01	4.328899815822e+18
1.7825064053e-03	5.86416437	195.60746810	7.572782404185e-01	4.234495139939e+18
1.7980064610e-03	5.91515710	197.30840261	4.418301776764e-01	2.470594875426e+18
1.8135065167e-03	5.96614983	199.00933711	1.819597313031e-08	1.017469612545e+11
1.8290065724e-03	6.01714257	200.71027162	2.662162009240e-13	1.488609006332e+06
1.8445066281e-03	6.06813530	202.41120612	5.148218732943e-15	2.878744699167e+04
