# idx	kdist	kx	ky	kz	mode0	mode1	mode2	mode3	mode4	mode5	mode6	mode7	mode8	mode9	mode10	mode11	mode12	mode13	mode14	mode0_cm1	mode1_cm1	mode2_cm1	mode3_cm1	mode4_cm1	mode5_cm1	mode6_cm1	mode7_cm1	mode8_cm1	mode9_cm1	mode10_cm1	mode11_cm1	mode12_cm1	mode13_cm1	mode14_cm1
36	9.4247779608e-01	3.1415926536e+00	2.1991148575e+00	0.0000000000e+00	1.375087717678e-03	1.500751468443e-03	3.338312859560e-03	3.742737662663e-03	3.812938763975e-03	4.113425349311e-03	4.892986426298e-03	5.670698296418e-03	5.943001427422e-03	6.700371789662e-03	7.009119814754e-03	8.127644475469e-03	9.535512546195e-03	9.578959568704e-03	1.008737889354e-02	150.89843496	164.68843765	366.33749211	410.71798440	418.42166482	451.39625609	536.94319609	622.28720909	652.16902374	735.28081427	769.16199376	891.90588755	1046.40155047	1051.16931009	1106.96188204
37	9.6865773486e-01	3.1415926536e+00	2.1729349187e+00	0.0000000000e+00	1.368468396386e-03	1.490914313825e-03	3.357635259450e-03	3.733694131569e-03	3.825944899283e-03	4.132191461649e-03	4.892073501798e-03	5.686038202598e-03	5.937584332746e-03	6.682974367829e-03	6.982489341309e-03	8.117281869632e-03	9.536947299925e-03	9.592742586823e-03	1.009879311865e-02	150.17204841	163.60893471	368.45788041	409.72557158	419.84892319	453.45559888	536.84301421	623.97056922	651.57456631	733.37166790	766.23963709	890.76872301	1046.55899649	1052.68182150	1108.21444847
38	9.9483767364e-01	3.1415926536e+00	2.1467549800e+00	0.0000000000e+00	1.362353087631e-03	1.480244574152e-03	3.376313124244e-03	3.724635588164e-03	3.840082562409e-03	4.150449979450e-03	4.890675504045e-03	5.700832444583e-03	5.931205818415e-03	6.665734017730e-03	6.955815881219e-03	8.107069203775e-03	9.537847914692e-03	9.605581763079e-03	1.010978946092e-02	149.50097085	162.43806612	370.50753916	408.73151134	421.40035240	455.45923962	536.68960168	625.59404962	650.87460527	731.47975815	763.31256318	889.64801247	1046.65782754	1054.09075824	1109.42115755
39	1.0210176124e+00	3.1415926536e+00	2.1205750412e+00	0.0000000000e+00	1.356676915452e-03	1.468736996171e-03	3.394244055952e-03	3.715571623517e-03	3.855393000706e-03	4.168201934621e-03	4.888727349668e-03	5.714981271804e-03	5.923810153643e-03	6.648778577040e-03	6.929187847642e-03	8.097018754726e-03	9.538183693035e-03	9.617448924519e-03	1.012037185091e-02	148.87808295	161.17525540	372.47523147	407.73685619	423.08047880	457.40729153	536.47581645	627.14670394	650.06302487	729.61911361	760.39047426	888.54510317	1046.69467495	1055.39302868	1110.58244062
40	1.0471975512e+00	3.1415926536e+00	2.0943951024e+00	0.0000000000e+00	1.351371421606e-03	1.456407081131e-03	3.411341539982e-03	3.706513762279e-03	3.871895139407e-03	4.185448004134e-03	4.886160925820e-03	5.728378413721e-03	5.915349111307e-03	6.632234722783e-03	6.902705236295e-03	8.087144850420e-03	9.537929585988e-03	9.628327449084e-03	1.013054916555e-02	148.29587230	159.82220362	374.35146347	406.74287081	424.89137920	459.29982890	536.19418399	628.61687033	649.13453280	727.80363545	757.48434357	887.46156742	1046.66678993	1056.58680877	1111.69927181
41	1.0733774900e+00	3.1415926536e+00	2.0682151636e+00	0.0000000000e+00	1.346366055785e-03	1.443289515115e-03	3.427539179644e-03	3.697475234716e-03	3.889581838256e-03	4.202189071704e-03	4.882905020451e-03	5.740910570645e-03	5.905785810068e-03	6.616224179003e-03	6.876480139540e-03	8.077463058820e-03	9.537066752632e-03	9.638212597935e-03	1.014033481564e-02	147.74659689	158.38271714	376.12894897	405.75100706	426.83227005	461.13694872	535.83688967	629.99211559	648.08508179	726.04668135	754.60647185	886.39911359	1046.57210491	1057.67157847	1112.77312278
42	1.0995574288e+00	3.1415926536e+00	2.0420352248e+00	0.0000000000e+00	1.341589523365e-03	1.429436388128e-03	3.442793411934e-03	3.688470690373e-03	3.908417835771e-03	4.218426773142e-03	4.878885311113e-03	5.752456989914e-03	5.895098819326e-03	6.600859479132e-03	6.850637048638e-03	8.067989476653e-03	9.535582963732e-03	9.647111517031e-03	1.014974628861e-02	147.22243304	156.86251217	377.80290747	404.76287253	428.89928186	462.91883048	535.39577756	631.25918865	646.91232011	724.36060043	751.77052043	885.35950812	1046.40927790	1058.64812196	1113.80591256
43	1.1257373675e+00	3.1415926536e+00	2.0158552861e+00	0.0000000000e+00	1.336970958779e-03	1.414915233259e-03	3.457084318810e-03	3.679515862756e-03	3.928339750127e-03	4.234164005640e-03	4.874024448826e-03	5.762889239695e-03	5.883286196278e-03	6.586239584617e-03	6.825312838969e-03	8.058740117999e-03	9.533472834298e-03	9.655042915802e-03	1.015880465733e-02	146.71560416	155.26899962	379.37115323	403.78019379	431.08545927	464.64579214	534.86235958	632.40399574	645.61603457	722.75625245	748.99150964	884.34450833	1046.17771796	1059.51849237	1114.79995363
44	1.1519173063e+00	3.1415926536e+00	1.9896753473e+00	0.0000000000e+00	1.332440907434e-03	1.399806912062e-03	3.470414482534e-03	3.670627194998e-03	3.949258166369e-03	4.249405383770e-03	4.868242277341e-03	5.772071332298e-03	5.870369048659e-03	6.572445739815e-03	6.800656296442e-03	8.049730398888e-03	9.530737875366e-03	9.662036435919e-03	1.016753406548e-02	146.21848849	153.61105300	380.83396962	402.80477525	433.38099011	466.31834006	534.22783960	633.41161393	644.19854146	721.24255295	746.28576685	883.35580594	1045.87759091	1060.28594250	1115.75789545
45	1.1780972451e+00	3.1415926536e+00	1.9634954085e+00	0.0000000000e+00	1.327932112993e-03	1.384203369299e-03	3.482806174918e-03	3.661821436901e-03	3.971061494825e-03	4.264157627544e-03	4.861456230263e-03	5.779860387820e-03	5.856394194020e-03	6.559537968645e-03	6.776827007058e-03	8.040974712702e-03	9.527386361170e-03	9.668131727132e-03	1.017596119983e-02	145.72370549	151.89876210	382.19380068	401.83845499	435.77362885	467.93721169	533.48315701	634.26636397	642.66497843	719.82608879	743.67080459	882.39498044	1045.50980474	1060.95482339	1116.68266655
46	1.2042771839e+00	3.1415926536e+00	1.9373154697e+00	0.0000000000e+00	1.323380118771e-03	1.368205279525e-03	3.494297416516e-03	3.653115224153e-03	3.993621036903e-03	4.278429870611e-03	4.853581947923e-03	5.786108057610e-03	5.841435534350e-03	6.547552574532e-03	6.753993405274e-03	8.032486091710e-03	9.523433013983e-03	9.673377250308e-03	1.018411475830e-02	145.22418186	150.14317468	383.45481868	400.88305857	438.24925244	469.50340933	532.61905441	634.95196649	641.02345527	718.51084381	741.16510643	881.46346196	1045.07597503	1061.53045303	1117.57741617
47	1.2304571227e+00	3.1415926536e+00	1.9111355309e+00	0.0000000000e+00	1.318723701408e-03	1.351919609617e-03	3.504937535461e-03	3.644524650852e-03	4.016796599672e-03	4.292233879313e-03	4.844534151182e-03	5.790662930110e-03	5.825593884024e-03	6.536500892539e-03	6.732329775759e-03	8.024275951877e-03	9.518898514884e-03	9.677828830542e-03	1.019202492208e-02	144.71319912	148.35602898	384.62243677	399.94035212	440.79247649	471.01822419	531.62617348	635.45180597	639.28503509	717.29806190	738.78779788	880.56250325	1044.57837127	1062.01895749	1118.44545631
48	1.2566370614e+00	3.1415926536e+00	1.8849555922e+00	0.0000000000e+00	1.313905161675e-03	1.335457125023e-03	3.514782801069e-03	3.636064846663e-03	4.040442055106e-03	4.305584176084e-03	4.834227798979e-03	5.793374098876e-03	5.808995159778e-03	6.526369382826e-03	6.712012047456e-03	8.016353920521e-03	9.513808854527e-03	9.681547985954e-03	1.019972283860e-02	144.18442550	146.54948011	385.70282979	399.01199592	443.38726530	472.48324993	530.49518205	635.74932235	637.46353564	716.18625722	736.55818491	879.69316079	1044.01984561	1062.42708762	1119.29020501
49	1.2828170002e+00	3.1415926536e+00	1.8587756534e+00	0.0000000000e+00	1.308870501170e-03	1.318929872855e-03	3.523892555726e-03	3.627749570047e-03	4.064410392433e-03	4.318498063359e-03	4.822579538915e-03	5.791787029030e-03	5.794095963505e-03	6.517120983903e-03	6.693212329038e-03	8.008727748563e-03	9.508194543243e-03	9.684600060834e-03	1.020724012091e-02	143.63193537	144.73582382	386.70250982	398.09949978	446.01748629	473.90038525	529.21693326	635.57516157	635.82853784	715.17136275	734.49515428	878.85628515	1043.40374616	1062.76201413	1120.11513139
50	1.3089969390e+00	3.1415926536e+00	1.8325957146e+00	0.0000000000e+00	1.302448681481e-03	1.303569515172e-03	3.532326085057e-03	3.619590828856e-03	4.088557997215e-03	4.330995546926e-03	4.809509434665e-03	5.774134279605e-03	5.792694147485e-03	6.508697501276e-03	6.676092322205e-03	8.001403310416e-03	9.502089704435e-03	9.687052195618e-03	1.021460836824e-02	142.92722212	143.05021940	387.62798269	397.20418143	448.66737962	475.27182555	527.78265511	633.63799623	635.67470631	714.24699237	732.61645068	878.05252097	1042.73381753	1063.03110482	1120.92370307
51	1.3351768778e+00	3.1415926536e+00	1.8064157758e+00	0.0000000000e+00	1.286120723164e-03	1.297955831227e-03	3.540140302537e-03	3.611598539203e-03	4.112748056906e-03	4.343099160398e-03	4.794942921007e-03	5.756213291647e-03	5.789052164113e-03	6.501022719986e-03	6.660796002155e-03	7.994384694413e-03	9.495531079070e-03	9.688971170830e-03	1.022185871124e-02	141.13543580	142.43418879	388.48549394	396.32712901	451.32193184	476.60004360	526.18416500	631.67139512	635.27504483	713.40478248	730.93787358	877.28231689	1042.01409159	1063.24168801	1121.71933625
52	1.3613568166e+00	3.1415926536e+00	1.7802358370e+00	0.0000000000e+00	1.270047192835e-03	1.291986920789e-03	3.547388207024e-03	3.603780232830e-03	4.136853112936e-03	4.354833695182e-03	4.778812899260e-03	5.738206049781e-03	5.783078189269e-03	6.494005907175e-03	6.647442226445e-03	7.987674384564e-03	9.488556972012e-03	9.690421167886e-03	1.022902138515e-02	139.37156973	141.77917658	389.28085952	395.46916906	453.96715598	477.88775995	524.41409971	629.69532873	634.61947687	712.63477628	729.47246608	876.54594550	1041.24877180	1063.40080679	1122.50534886
53	1.3875367553e+00	3.1415926536e+00	1.7540558983e+00	0.0000000000e+00	1.254321161108e-03	1.285624107754e-03	3.554118004236e-03	3.596140822088e-03	4.160756849740e-03	4.366225843100e-03	4.761061847844e-03	5.720294134940e-03	5.774711089230e-03	6.487545404015e-03	6.636118142893e-03	7.981273530362e-03	9.481206172949e-03	9.691461496234e-03	1.023612533343e-02	137.64583722	141.08093856	390.01936940	394.63084063	456.59028790	479.13790368	522.46614698	627.72972328	633.70129377	711.92581800	728.22979155	875.84353294	1040.44211485	1063.51496963	1123.28491707
54	1.4137166941e+00	3.1415926536e+00	1.7278759595e+00	0.0000000000e+00	1.239025662295e-03	1.278832593470e-03	3.560372756605e-03	3.588682430234e-03	4.184355240660e-03	4.377303761364e-03	4.741643791658e-03	5.702653094234e-03	5.763924797120e-03	6.481532074493e-03	6.626874320122e-03	7.975182295305e-03	9.473516885725e-03	9.692144343461e-03	1.024319784427e-02	135.96735024	140.33565601	390.70574914	393.81237673	459.17991197	480.35356470	520.33526162	625.79384283	632.51763503	711.26593136	727.21539925	875.17509716	1039.59831311	1063.58990345	1124.06103543
55	1.4398966329e+00	3.1415926536e+00	1.7016960207e+00	0.0000000000e+00	1.224232077409e-03	1.271581513166e-03	3.566190426732e-03	3.581404292914e-03	4.207557172859e-03	4.388096572120e-03	4.720525958265e-03	5.685447518479e-03	5.750730296499e-03	6.475852459027e-03	6.619722357083e-03	7.969400267347e-03	9.465525699962e-03	9.692512612116e-03	1.025026422230e-02	134.34394195	139.53994193	391.34416464	393.01369348	461.72602973	481.53793878	518.01784727	623.90574913	631.06970595	710.64266561	726.43056203	874.54059293	1038.72138183	1063.63031627	1124.83648078
56	1.4660765717e+00	3.1415926536e+00	1.6755160819e+00	0.0000000000e+00	1.209998867305e-03	1.263844033989e-03	3.571604195120e-03	3.574302734562e-03	4.230284660810e-03	4.398633811002e-03	4.697689955535e-03	5.668827071853e-03	5.735174845285e-03	6.470391555391e-03	6.614635350500e-03	7.963926906315e-03	9.457266638037e-03	9.692597913259e-03	1.025734749764e-02	132.78202768	138.69085173	391.93825705	392.23438752	464.22008325	482.69426709	515.51188563	622.08186593	629.36269249	710.04340070	725.87232758	873.93996099	1037.81505455	1063.63967698	1125.61378041
57	1.4922565105e+00	3.1415926536e+00	1.6493361431e+00	0.0000000000e+00	1.196370701868e-03	1.255597500195e-03	3.567371221083e-03	3.576642954133e-03	4.252472739550e-03	4.408944841005e-03	4.673132338085e-03	5.652923623510e-03	5.717338561134e-03	6.465035207505e-03	6.611551107960e-03	7.958761995541e-03	9.448770308685e-03	9.692418791178e-03	1.026446817472e-02	131.28650938	137.78589925	391.47374184	392.49119694	466.65494345	483.82577184	512.81699861	620.33666420	627.40538654	709.45560946	725.53387108	873.37317754	1036.88269017	1063.62002061	1126.39518439
58	1.5184364492e+00	3.1415926536e+00	1.6231562044e+00	0.0000000000e+00	1.183378017601e-03	1.246823626624e-03	3.560600487684e-03	3.581331901455e-03	4.274069110209e-03	4.419058249490e-03	4.646864486505e-03	5.637849532485e-03	5.697328942968e-03	6.459672120948e-03	6.610377537329e-03	7.953906058665e-03	9.440063195901e-03	9.691979255306e-03	1.027164402279e-02	129.86072709	136.82307791	390.73073973	393.00574943	469.02487119	484.93559014	509.93443509	618.68247391	625.20958476	708.86707874	725.40508659	872.84030006	1035.92719498	1063.57178712	1127.18264270
59	1.5446163880e+00	3.1415926536e+00	1.5969762656e+00	0.0000000000e+00	1.171037018848e-03	1.237508737606e-03	3.553978738198e-03	3.585693175210e-03	4.295033594136e-03	4.429001247037e-03	4.618911795918e-03	5.623697041251e-03	5.675274190172e-03	6.454195544287e-03	6.610999352532e-03	7.949360698968e-03	9.431167108327e-03	9.691267693222e-03	1.027888991027e-02	128.50645901	135.80088700	390.00408672	393.48434391	471.32545738	486.02670800	506.86698186	617.12941751	622.78935539	708.26609392	725.47332292	872.34150449	1034.95096221	1063.49370221	1127.97778694
60	1.5707963268e+00	3.1415926536e+00	1.5707963268e+00	0.0000000000e+00	1.159350118320e-03	1.227644044733e-03	3.547491909930e-03	3.589746488271e-03	4.315337438963e-03	4.438799087193e-03	4.589312246305e-03	5.610538648291e-03	5.651316241333e-03	6.448504661655e-03	6.613285171634e-03	7.945128818696e-03	9.422098810075e-03	9.690256232003e-03	1.028621768451e-02	127.22396992	134.71836208	389.29223960	393.92914360	473.55354681	487.10189668	503.61880674	615.68545079	620.16027439	707.64159173	725.72416257	871.87710931	1033.95583151	1063.38270717	1128.78191722
61	1.5969762656e+00	3.1415926536e+00	1.5446163880e+00	0.0000000000e+00	1.148306792309e-03	1.217225953775e-03	3.541123995976e-03	3.593509731256e-03	4.334962509958e-03	4.448474525814e-03	4.558114492753e-03	5.598428265197e-03	5.625604314972e-03	6.442505739281e-03	6.617094218792e-03	7.941214680204e-03	9.412869848994e-03	9.688900603859e-03	1.029363609832e-02	126.01210497	133.57510875	388.59344181	394.34211178	475.70714942	488.16365334	500.19524901	614.35648986	617.33871661	706.98328609	726.14215718	871.44758226	1032.94307009	1063.23394418	1129.59599403
62	1.6231562044e+00	3.1415926536e+00	1.5184364492e+00	0.0000000000e+00	1.137884806556e-03	1.206256388147e-03	3.534857415304e-03	3.596999522812e-03	4.353900391180e-03	4.458047337636e-03	4.525375659351e-03	5.587402926025e-03	5.598289479266e-03	6.436113061067e-03	6.622282093597e-03	7.937623779478e-03	9.403486592876e-03	9.687140556143e-03	1.030115078396e-02	124.86842423	132.37133806	387.90576407	394.72507214	477.78534167	489.21414801	496.60257731	613.14659873	614.34125986	706.28177075	726.71146064	871.05352645	1031.91337675	1063.04080126	1130.42063547
63	1.6493361431e+00	3.1415926536e+00	1.4922565105e+00	0.0000000000e+00	1.128051752140e-03	1.194743113989e-03	3.528673419782e-03	3.600231692669e-03	4.372151405195e-03	4.467533905990e-03	4.491159047477e-03	5.569520499744e-03	5.577484808716e-03	6.429249678908e-03	6.628705346158e-03	7.934362515231e-03	9.393950478053e-03	9.684900826177e-03	1.030876427466e-02	123.78937123	131.10790226	387.22714900	395.07976179	479.78815896	490.25517856	492.84773817	611.18422928	612.05821116	705.52860161	727.41633113	870.69564407	1030.86690911	1062.79501931	1131.25611950
64	1.6755160819e+00	3.1415926536e+00	1.4660765717e+00	0.0000000000e+00	1.118766818262e-03	1.182700049863e-03	3.522552526722e-03	3.603221688200e-03	4.389723462746e-03	4.455532052435e-03	4.476946899174e-03	5.539440981506e-03	5.568683347641e-03	6.421847994533e-03	6.636224825964e-03	7.931437652198e-03	9.384258468524e-03	9.682092679053e-03	1.031647607292e-02	122.77046751	129.78632873	386.55545863	395.40787587	481.71646939	488.93812737	491.28813517	607.88338369	611.09236245	704.71636064	728.24149866	870.37467745	1029.80333400	1062.48686078	1132.10239154
65	1.7016960207e+00	3.1415926536e+00	1.4398966329e+00	0.0000000000e+00	1.109982721381e-03	1.170147542551e-03	3.516474965503e-03	3.605984899325e-03	4.406626695050e-03	4.418568506700e-03	4.486295044096e-03	5.508187666167e-03	5.560997255901e-03	6.413850182384e-03	6.644707926728e-03	7.928855594021e-03	9.374403717290e-03	9.678615983168e-03	1.032428276425e-02	121.80652430	128.40885027	385.88852338	395.71110324	483.57138473	484.88184708	492.31397550	604.45372876	610.24891138	703.83870220	729.17241137	870.09132932	1028.72190005	1062.10533751	1132.95907689
66	1.7278759595e+00	3.1415926536e+00	1.4137166941e+00	0.0000000000e+00	1.101647708126e-03	1.157112589226e-03	3.510421127351e-03	3.608536899995e-03	4.380317928387e-03	4.422901514771e-03	4.495583004452e-03	5.475889663482e-03	5.554416326678e-03	6.405208458097e-03	6.654029928043e-03	7.926621497432e-03	9.364376415142e-03	9.674361775403e-03	1.033217817378e-02	120.89186232	126.97842948	385.22419143	395.99115294	480.68433129	485.35733976	493.33321133	600.90943264	609.52673787	702.89038257	730.19538277	869.84616555	1027.62153083	1061.63849217	1133.82549794
67	1.7540558983e+00	3.1415926536e+00	1.3875367553e+00	0.0000000000e+00	1.093707552498e-03	1.143628985625e-03	3.504372008293e-03	3.610893607274e-03	4.340873218676e-03	4.438548636864e-03	4.504811367124e-03	5.442668376341e-03	5.548922935860e-03	6.395885194790e-03	6.664074655027e-03	7.924738273713e-03	9.354164806004e-03	9.669215246995e-03	1.034015356282e-02	120.02053095	125.49877502	384.56037734	396.24977167	476.35577473	487.07441293	494.34590708	597.26381777	608.92390791	701.86727269	731.29766415	869.63950564	1026.50093626	1061.07372595	1134.70069572
68	1.7802358370e+00	3.1415926536e+00	1.3613568166e+00	0.0000000000e+00	1.086107475233e-03	1.129737379690e-03	3.498309636579e-03	3.613071361505e-03	4.300289946741e-03	4.453607949820e-03	4.513976736789e-03	5.408637894119e-03	5.544493216054e-03	6.385852889388e-03	6.674734660476e-03	7.923205534110e-03	9.343756342265e-03	9.663059063764e-03	1.034819786107e-02	119.18651887	123.97434747	383.89510894	396.48875258	471.90227541	488.72698151	495.35169015	593.52940400	608.43780235	700.76635442	732.46746453	869.47130691	1025.35873938	1060.39816293	1135.58345542
69	1.8064157758e+00	3.1415926536e+00	1.3351768778e+00	0.0000000000e+00	1.078793923664e-03	1.115485210562e-03	3.492217477315e-03	3.615086933155e-03	4.258632799730e-03	4.468110651145e-03	4.523071935164e-03	5.373905664593e-03	5.541097910810e-03	6.375093983411e-03	6.685911099163e-03	7.922018542145e-03	9.333138948503e-03	9.655776921071e-03	1.035629793014e-02	118.38394936	122.41035269	383.22657174	396.70993600	467.33093192	490.31846903	496.34977280	589.71798236	608.06521066	699.58570096	733.69393691	869.34104960	1024.19361509	1059.59904014	1136.47233526
70	1.8325957146e+00	3.1415926536e+00	1.3089969390e+00	0.0000000000e+00	1.071716162747e-03	1.100926513977e-03	3.486080808541e-03	3.616957463733e-03	4.215963506024e-03	4.482090302912e-03	4.532086297955e-03	5.338573295673e-03	5.538702945344e-03	6.363600546402e-03	6.697513423819e-03	7.921167237265e-03	9.322302357807e-03	9.647257225393e-03	1.036443885273e-02	117.60725487	120.81272041	382.55315018	396.91520301	462.64851816	491.85255848	497.33898478	585.84070304	607.80239358	698.32444203	734.96714487	869.24762968	1023.00443672	1058.66411161	1137.36569825
71	1.8587756534e+00	3.1415926536e+00	1.2828170002e+00	0.0000000000e+00	1.064827640799e-03	1.086121576986e-03	3.479887064330e-03	3.618700349685e-03	4.172341465540e-03	4.495581520586e-03	4.541006059649e-03	5.302737377361e-03	5.537269766761e-03	6.351373834982e-03	6.709458994641e-03	7.920635391213e-03	9.311239481698e-03	9.637396790363e-03	1.037260424166e-02	116.85132697	119.18806636	381.87346532	397.10646263	457.86155254	493.33304850	498.31781548	581.90816556	607.64512041	696.98271554	736.27801975	869.18926633	1021.79042639	1057.58205393	1138.26174611
72	1.8849555922e+00	3.1415926536e+00	1.2566370614e+00	0.0000000000e+00	1.058087105915e-03	1.071136427745e-03	3.473626141621e-03	3.620333079265e-03	4.127824189668e-03	4.508619131371e-03	4.549814813847e-03	5.266490248011e-03	5.536755514036e-03	6.338423745538e-03	6.721672662535e-03	7.920399951739e-03	9.299947772465e-03	9.626104435458e-03	1.038077656274e-02	116.11163876	117.54363631	381.18640846	397.28563399	452.97634618	494.76376091	499.28446452	577.93050288	607.58868770	695.56160749	737.61831488	869.16342983	1020.55130453	1056.34286122	1139.15855469
73	1.9111355309e+00	3.1415926536e+00	1.2304571227e+00	0.0000000000e+00	1.051459460175e-03	1.056042149942e-03	3.467290668232e-03	3.621873033165e-03	4.082467843978e-03	4.521237446693e-03	4.558494034935e-03	5.229920656049e-03	5.537113078010e-03	6.324768183223e-03	6.734086361745e-03	7.920430618819e-03	9.288430535693e-03	9.613304379219e-03	1.038893746458e-02	115.38433871	115.88723078	380.49117062	397.45462440	447.99906256	496.14846096	500.23689895	573.91745402	607.62792581	694.06308274	738.98056091	869.16679515	1019.28743388	1054.93821741	1140.05411015
74	1.9373154697e+00	3.1415926536e+00	1.2042771839e+00	0.0000000000e+00	1.040914016282e-03	1.044916348263e-03	3.460876229894e-03	3.623337260002e-03	4.036327862224e-03	4.533469621995e-03	4.567023645616e-03	5.193114289195e-03	5.538291106464e-03	6.310432373492e-03	6.746638729500e-03	7.920689687720e-03	9.276698150845e-03	9.598939325539e-03	1.039706810921e-02	114.22711000	114.66631517	379.78726738	397.61530472	442.93578481	497.49078704	501.17291553	569.87842213	607.75719949	692.48990946	740.35802405	869.19522468	1017.99995346	1053.36183498	1140.94634527
75	1.9634954085e+00	3.1415926536e+00	1.1780972451e+00	0.0000000000e+00	1.025830441589e-03	1.038436484807e-03	3.454381554018e-03	3.624742237757e-03	3.989459582525e-03	4.545347101643e-03	4.575382614076e-03	5.156154158831e-03	5.540234000971e-03	6.295448144450e-03	6.759274758043e-03	7.921132182104e-03	9.264769158936e-03	9.582973150120e-03	1.040514949680e-02	112.57187900	113.95523235	379.07455908	397.76948321	437.79258561	498.79418978	502.09020629	565.82251663	607.97040752	690.84558039	741.74466790	869.24378282	1016.69089791	1051.60974974	1141.83317505
76	1.9896753473e+00	3.1415926536e+00	1.1519173063e+00	0.0000000000e+00	1.010871763286e-03	1.032005730751e-03	3.447808647502e-03	3.626103631791e-03	3.941918862513e-03	4.556899149561e-03	4.583549564400e-03	5.119120838691e-03	5.542881942154e-03	6.279853208408e-03	6.771945476495e-03	7.921706289825e-03	9.252671178609e-03	9.565393104307e-03	1.041316277825e-02	110.93035380	113.24953866	378.35326596	397.91887894	432.57559461	500.06188051	502.98642549	561.75857949	608.26098547	689.13423397	743.13511853	869.30678387	1015.36329803	1049.68056271	1142.71253104
77	2.0158552861e+00	3.1415926536e+00	1.1257373675e+00	0.0000000000e+00	9.961188653938e-04	1.025616933738e-03	3.441162885072e-03	3.627436059367e-03	3.893762639800e-03	4.568152465698e-03	4.591503384101e-03	5.082092565371e-03	5.546170969651e-03	6.263690469231e-03	6.784607655489e-03	7.922354104677e-03	9.240441615154e-03	9.546211464626e-03	1.042108955001e-02	109.31141039	112.54844923	377.62397783	398.06509596	427.29105999	501.29678921	503.85925632	557.69519617	608.62191452	687.36057836	744.52463207	869.37787333	1014.02125856	1047.57562106	1143.58239370
78	2.0420352248e+00	3.1415926536e+00	1.0995574288e+00	0.0000000000e+00	9.816516714684e-04	1.019269551152e-03	3.434453043732e-03	3.628752869523e-03	3.845049413879e-03	4.579130887404e-03	4.599223813296e-03	5.045145214340e-03	5.550033133202e-03	6.247007378282e-03	6.797223525422e-03	7.923012669076e-03	9.228128131148e-03	9.525466568428e-03	1.042891212567e-02	107.72381936	111.85190450	376.88765785	398.20959917	421.94540134	502.50153174	504.70647549	553.64069305	609.04573798	685.52982074	745.90906377	869.45014242	1012.67000988	1045.29913184	1144.44082215
79	2.0682151636e+00	3.1415926536e+00	1.0733774900e+00	0.0000000000e+00	9.675475417008e-04	1.012969077628e-03	3.427691277950e-03	3.630065945808e-03	3.795839634610e-03	4.589855173681e-03	4.606692001043e-03	5.008352169553e-03	5.554396722794e-03	6.229855356308e-03	6.809760498765e-03	7.923615305329e-03	9.215788852338e-03	9.503223189199e-03	1.043661377967e-02	106.17607002	111.16050745	376.14563983	398.35369264	416.54525226	503.67838613	505.52601437	549.60312308	609.52458659	683.64760389	747.28483757	869.51627410	1011.31593055	1042.85820311	1145.28598099
80	2.0943951024e+00	3.1415926536e+00	1.0471975512e+00	0.0000000000e+00	9.538796192557e-04	1.006726301747e-03	3.420893029494e-03	3.631385537419e-03	3.746195990752e-03	4.600342869237e-03	4.613891015544e-03	4.971784108110e-03	5.559186578930e-03	6.212289291767e-03	6.822190887580e-03	7.924093216020e-03	9.203492288043e-03	9.479572219661e-03	1.044417895931e-02	104.67618890	110.47544198	375.39961829	398.49850108	411.09749204	504.82927769	506.31601489	545.59024217	610.05021255	681.71995112	748.64891507	869.56871874	1009.96653859	1040.26280920	1146.11616349
81	2.1205750412e+00	3.1415926536e+00	1.0210176124e+00	0.0000000000e+00	9.407151799885e-04	1.000556419675e-03	3.414076865542e-03	3.632720117396e-03	3.696183603742e-03	4.610608244355e-03	4.620806296340e-03	4.935508723699e-03	5.564324479447e-03	6.194367118127e-03	6.834491608777e-03	7.924377326269e-03	9.191316951607e-03	9.454629647392e-03	1.045159346195e-02	103.23155867	109.79837568	374.65163076	398.64495431	405.60926694	505.95577240	507.07487925	541.60947886	610.61403196	679.75321989	749.99876320	869.59989623	1008.63044985	1037.52567827	1146.92981111
