# idx	kdist	kx	ky	kz	mode0	mode1	mode2	mode3	mode4	mode5	mode6	mode7	mode8	mode9	mode10	mode11	mode12	mode13	mode14	mode0_cm1	mode1_cm1	mode2_cm1	mode3_cm1	mode4_cm1	mode5_cm1	mode6_cm1	mode7_cm1	mode8_cm1	mode9_cm1	mode10_cm1	mode11_cm1	mode12_cm1	mode13_cm1	mode14_cm1
323	8.4561202259e+00	0.0000000000e+00	2.1729349187e+00	0.0000000000e+00	1.151437988947e-03	2.464712525679e-03	2.786128838719e-03	3.451268103090e-03	3.555085306924e-03	4.634157043205e-03	5.405960286274e-03	5.500237391555e-03	6.242565293024e-03	6.647018421933e-03	7.590461535130e-03	8.235279962335e-03	8.817439117835e-03	9.778861197624e-03	1.044028117502e-02	126.35571408	270.47093650	305.74229990	378.73289733	390.12551860	508.53995437	593.23557050	603.58128696	685.04235822	729.42595891	832.95687365	903.71751695	967.60209998	1073.10597825	1145.68843111
324	8.4823001647e+00	0.0000000000e+00	2.1991148575e+00	0.0000000000e+00	1.172303147268e-03	2.446493385253e-03	2.795049151959e-03	3.442923046324e-03	3.589926884626e-03	4.619962188350e-03	5.428485501803e-03	5.491859405620e-03	6.267623024231e-03	6.664511476116e-03	7.579696709133e-03	8.243451863825e-03	8.808501721858e-03	9.786442736528e-03	1.043906222421e-02	128.64540055	268.47161693	306.72119113	377.81713320	393.94893981	506.98224910	595.70742719	602.66190927	687.79212638	731.34559972	831.77557054	904.61427949	966.62133414	1073.93795598	1145.55466672
325	8.5084801035e+00	0.0000000000e+00	2.2252947963e+00	0.0000000000e+00	1.193024710167e-03	2.427904731999e-03	2.803665210410e-03	3.434544395583e-03	3.624462120924e-03	4.605478095314e-03	5.448899686633e-03	5.482343833379e-03	6.294421942639e-03	6.682296658307e-03	7.569007325358e-03	8.250756183840e-03	8.799869280793e-03	9.793504645758e-03	1.043769674309e-02	130.91932924	266.43174802	307.66669426	376.89768256	397.73874394	505.39280361	597.94762503	601.61769592	690.73296775	733.29729787	830.60254626	905.41583596	965.67403322	1074.71291094	1145.40482249
326	8.5346600423e+00	0.0000000000e+00	2.2514747351e+00	0.0000000000e+00	1.213591101426e-03	2.408945268894e-03	2.812012921862e-03	3.426146141370e-03	3.658694479818e-03	4.590696811066e-03	5.467295528914e-03	5.471778207647e-03	6.322889704408e-03	6.700289405871e-03	7.558435376996e-03	8.257038029645e-03	8.791638236542e-03	9.800054519998e-03	1.043620926762e-02	133.17622981	264.35118743	308.58274971	375.97608069	401.49531112	503.77074516	599.96633538	600.45825251	693.85694351	735.27177369	829.44240903	906.10518886	964.77078052	1075.43167656	1145.24159092
327	8.5608399810e+00	0.0000000000e+00	2.2776546739e+00	0.0000000000e+00	1.233986685625e-03	2.389620190255e-03	2.820142448871e-03	3.417742131747e-03	3.692628462240e-03	4.575605189489e-03	5.460248172694e-03	5.483780996842e-03	6.352936103921e-03	6.718410842388e-03	7.548023000639e-03	8.262135164905e-03	8.783916739835e-03	9.806106705799e-03	1.043462072511e-02	135.41438647	262.23050518	309.47486218	375.05384723	405.21913526	502.11463111	599.19297743	601.77540638	697.15415474	737.26037149	828.29978279	906.66453480	963.92344420	1076.09582718	1145.06726853
328	8.5870199198e+00	0.0000000000e+00	2.3038346126e+00	0.0000000000e+00	1.254191597154e-03	2.369941895764e-03	2.828118750655e-03	3.409345906988e-03	3.726269365481e-03	4.560184285253e-03	5.447836904960e-03	5.498474304054e-03	6.384457434444e-03	6.736588366878e-03	7.537811435665e-03	8.265884862139e-03	8.776819122363e-03	9.811681912269e-03	1.043294820184e-02	137.63161922	260.07106196	310.35016013	374.13246806	408.91079768	500.42238248	597.83099822	603.38781047	700.61322094	739.25512423	827.17919307	907.07601651	963.14457071	1076.70763538	1144.88373032
329	8.6131998586e+00	0.0000000000e+00	2.3300145514e+00	0.0000000000e+00	1.274181668783e-03	2.349930609531e-03	2.836021806219e-03	3.400970563887e-03	3.759622986028e-03	4.544408873266e-03	5.434624674418e-03	5.511499025294e-03	6.417340700718e-03	6.754756018536e-03	7.527839991378e-03	8.268132517724e-03	8.770458462793e-03	9.816806650087e-03	1.043120484443e-02	139.82527602	257.87507713	311.21742023	373.21338039	412.57093446	498.69123111	596.38112351	604.81710842	704.22174231	741.24879356	826.08495354	907.32266820	962.44656901	1077.27001035	1144.69241895
330	8.6393797974e+00	0.0000000000e+00	2.3561944902e+00	0.0000000000e+00	1.293928456681e-03	2.329614884277e-03	2.843946478101e-03	3.392628658037e-03	3.792695269507e-03	4.528247120230e-03	5.420688517129e-03	5.522979783524e-03	6.451467276805e-03	6.772854649391e-03	7.518145050968e-03	8.268741573944e-03	8.764937668238e-03	9.821512516507e-03	1.042939990702e-02	141.99223552	255.64568397	312.08705245	372.29796204	416.20019807	496.91768372	594.85180702	606.07697601	707.96670117	743.23488873	825.02105680	907.38950439	961.84073183	1077.78641950	1144.49434997
331	8.6655597362e+00	0.0000000000e+00	2.3823744290e+00	0.0000000000e+00	1.313399356440e-03	2.309031972498e-03	2.852001980155e-03	3.384332150837e-03	3.825491912627e-03	4.511660432200e-03	5.406101995591e-03	5.533038767204e-03	6.486715765891e-03	6.790831933584e-03	7.508759141123e-03	8.267603803769e-03	8.760339988243e-03	9.825835347715e-03	1.042753895016e-02	144.12891979	253.38697049	312.97104162	371.38752561	419.79921365	495.09750510	593.25112130	607.18082188	711.83477574	745.20766764	823.99107225	907.26464855	961.33619477	1078.26079539	1144.29013356
332	8.6917396749e+00	0.0000000000e+00	2.4085543678e+00	0.0000000000e+00	1.332557802958e-03	2.288228048437e-03	2.860310919775e-03	3.376092406029e-03	3.858017923090e-03	4.494603498007e-03	5.390935030574e-03	5.541793176764e-03	6.522963978800e-03	6.808642237051e-03	7.499710095239e-03	8.264648589655e-03	8.756720311324e-03	9.829814263097e-03	1.042562418908e-02	146.23131629	251.10400370	313.88284235	370.48331813	423.36853073	493.22572293	591.58673927	608.14150728	715.81255732	747.16212253	822.99805424	906.94035128	960.93898114	1078.69743088	1144.08001282
333	8.7179196137e+00	0.0000000000e+00	2.4347343065e+00	0.0000000000e+00	1.351363546290e-03	2.267258266864e-03	2.869007895130e-03	3.367920238172e-03	3.890277144035e-03	4.477024542989e-03	5.375253795210e-03	5.549353571978e-03	6.560090074630e-03	6.826246366069e-03	7.491020336793e-03	8.259849677169e-03	8.754098754591e-03	9.833490628564e-03	1.042365498132e-02	148.29500808	248.80283616	314.83722508	369.58652637	426.90857104	491.29665559	589.86592259	608.97116476	719.88667542	749.09395240	822.04446348	906.41373151	960.65129854	1079.10086536	1143.86391724
334	8.7440995525e+00	0.0000000000e+00	2.4609142453e+00	0.0000000000e+00	1.369772995870e-03	2.246186646671e-03	2.878237641495e-03	3.359826012858e-03	3.922271749866e-03	4.458865800992e-03	5.359120668617e-03	5.555823009054e-03	6.597972988139e-03	6.843611208091e-03	7.482706307592e-03	8.253228166518e-03	8.752457785541e-03	9.836906968035e-03	1.042162843563e-02	150.31521166	246.49049313	315.85007267	368.69828781	430.41957320	489.30396399	588.09551659	609.68110342	724.04384466	750.99952355	821.13210423	905.68710470	960.47122300	1079.47576528	1143.64152956
335	8.7702794913e+00	0.0000000000e+00	2.4870941841e+00	0.0000000000e+00	1.387739627005e-03	2.225085768982e-03	2.888152737240e-03	3.351819795828e-03	3.954001719954e-03	4.440064205327e-03	5.342594251956e-03	5.561296815160e-03	6.636492306851e-03	6.860709273944e-03	7.474778063219e-03	8.244851205265e-03	8.751743425920e-03	9.840105853354e-03	1.041954011707e-02	152.28682153	244.17493945	316.93812866	367.81970704	433.90153495	487.24072735	586.28195199	610.28178421	728.27085130	752.87581940	820.26207997	904.76783946	960.39283110	1079.82680237	1143.41236309
336	8.7964594301e+00	0.0000000000e+00	2.5132741229e+00	0.0000000000e+00	1.405214446422e-03	2.204036280537e-03	2.898910899008e-03	3.343911545473e-03	3.985464295676e-03	4.420552291800e-03	5.325729454418e-03	5.565862839072e-03	6.675527765913e-03	6.877518147045e-03	7.467239055141e-03	8.234826738357e-03	8.751870205274e-03	9.843128803413e-03	1.041738481784e-02	154.20446131	241.86502509	318.11870046	366.95187688	437.35415355	485.09954233	584.43125438	610.78284741	732.55449779	754.72038001	819.43476947	903.66778137	960.40674352	1080.15853280	1143.17584633
337	8.8226393688e+00	0.0000000000e+00	2.5394540617e+00	0.0000000000e+00	1.422146517872e-03	2.183126193417e-03	2.910671916051e-03	3.336111340829e-03	4.016653424526e-03	4.400259299529e-03	5.308577660415e-03	5.569602028033e-03	6.714958512299e-03	6.894019842884e-03	7.460086115468e-03	8.223295427111e-03	8.752728785991e-03	9.846015222847e-03	1.041515735917e-02	156.06254138	239.57040826	319.40932290	366.09590336	440.77676483	482.87264383	582.54906254	611.19317597	736.88152205	756.53123182	818.64982507	902.40236623	960.50096187	1080.47528072	1142.93141100
338	8.8488193076e+00	0.0000000000e+00	2.5656340004e+00	0.0000000000e+00	1.438483554501e-03	2.162449971518e-03	2.923594294425e-03	3.328429635036e-03	4.047559192255e-03	4.379112448523e-03	5.291186992331e-03	5.572589202649e-03	6.754662262078e-03	6.910200080747e-03	7.453309656343e-03	8.210421216570e-03	8.754194822301e-03	9.848801409597e-03	1.041285338807e-02	157.85532392	237.30145517	320.82739001	365.25293358	444.16828082	480.55204517	580.64065731	611.52098050	741.23850498	758.30680769	817.90619463	900.98958492	960.66184075	1080.78102937	1142.67857940
339	8.8749992464e+00	0.0000000000e+00	2.5918139392e+00	0.0000000000e+00	1.454172591621e-03	2.142107392659e-03	2.937831701257e-03	3.320877522493e-03	4.078167240334e-03	4.357038367257e-03	5.273602685889e-03	5.574893926671e-03	6.794514442363e-03	6.926047469402e-03	7.446894091327e-03	8.196381962285e-03	8.756137691039e-03	9.851519658678e-03	1.041047013294e-02	159.57699674	235.06911517	322.38976482	364.42418503	447.52712586	478.12969475	578.71100272	611.77389472	745.61177627	760.04585758	817.20216775	899.44895484	960.87504595	1081.07932273	1142.41704737
340	8.9011791852e+00	0.0000000000e+00	2.6179938780e+00	0.0000000000e+00	1.469160761235e-03	2.122202173124e-03	2.953529316066e-03	3.313467006699e-03	4.108458161112e-03	4.333964639117e-03	5.255867597955e-03	5.576581392464e-03	6.834387377616e-03	6.941552609151e-03	7.440818481097e-03	8.181361158255e-03	8.758428106920e-03	9.854197486901e-03	1.040800708418e-02	161.22175824	232.88476981	324.11237893	363.61097492	450.85117019	475.59764576	576.76480178	611.95907269	749.98732515	761.74734999	816.53544659	897.80061213	961.12639005	1081.37318041	1142.14675901
341	8.9273591240e+00	0.0000000000e+00	2.6441738168e+00	0.0000000000e+00	1.483396197212e-03	2.102840339528e-03	2.970820208461e-03	3.306211254947e-03	4.138406856885e-03	4.309821433659e-03	5.238022869718e-03	5.577713263726e-03	6.874149550440e-03	6.956707114041e-03	7.435057400354e-03	8.165541341287e-03	8.760944105906e-03	9.856856999934e-03	1.040546657010e-02	162.78391677	230.76005417	326.00983505	362.81474819	454.13765967	472.94823520	574.80656920	612.08328120	754.35071926	763.41036468	815.90324105	896.06458788	961.40248902	1081.66502823	1141.86796982
342	8.9535390627e+00	0.0000000000e+00	2.6703537556e+00	0.0000000000e+00	1.496829105691e-03	2.084128332852e-03	2.989821868096e-03	3.299124825789e-03	4.167981841420e-03	4.284543187363e-03	5.220108772121e-03	5.578348434075e-03	6.913664940567e-03	6.971502559815e-03	7.429582017420e-03	8.149099345172e-03	8.763575285543e-03	9.859514419211e-03	1.040285420371e-02	164.25800809	228.70664878	328.09502617	362.03710248	457.38313909	470.17426830	572.84072422	612.15298309	758.68703210	765.03397718	815.30238723	894.26028736	961.69122761	1081.95664629	1141.58129574
343	8.9797190015e+00	0.0000000000e+00	2.6965336943e+00	0.0000000000e+00	1.509413036323e-03	2.066170833610e-03	3.010633012442e-03	3.292223855442e-03	4.197144452754e-03	4.258070299238e-03	5.202165765557e-03	5.578543673476e-03	6.952792422342e-03	6.985929365138e-03	7.424361372868e-03	8.132203314952e-03	8.766225457115e-03	9.862179781740e-03	1.040017918260e-02	165.63893486	226.73604102	330.37878529	361.27980852	460.58336577	467.26920462	570.87170684	612.17440814	762.98077692	766.61713607	814.72948771	892.40616236	961.98205033	1082.24913602	1141.28774611
344	9.0058989403e+00	0.0000000000e+00	2.7227136331e+00	0.0000000000e+00	1.521106382484e-03	2.049068309203e-03	3.033330790104e-03	3.285526190089e-03	4.225847858657e-03	4.230350884858e-03	5.184235812379e-03	5.578354144923e-03	6.991385180492e-03	6.999975615378e-03	7.419363838804e-03	8.115011267308e-03	8.768813991199e-03	9.864856820996e-03	1.039745443113e-02	166.92213128	224.85925590	332.86957848	360.54482470	463.73320049	464.22735050	568.90412191	612.15360979	767.21584260	768.15853387	814.18107174	890.51955320	962.26610911	1082.54290712	1140.98873920
345	9.0320788791e+00	0.0000000000e+00	2.7488935719e+00	0.0000000000e+00	1.531874117816e-03	2.032914308888e-03	3.057968482139e-03	3.279051452357e-03	4.201341961181e-03	4.254036397956e-03	5.166363988784e-03	5.577833781791e-03	7.013625839797e-03	7.029290086000e-03	7.414558736473e-03	8.097670960127e-03	8.771276163337e-03	9.867543031960e-03	1.039469658137e-02	168.10375365	223.08655927	335.57325267	359.83430436	461.04398908	466.82653512	566.94291596	612.09650653	769.65647286	771.37542519	813.65377271	888.61667444	962.53630127	1082.83768470	1140.68610017
346	9.0582588179e+00	0.0000000000e+00	2.7750735107e+00	0.0000000000e+00	1.541689737680e-03	2.017792572896e-03	3.084573781625e-03	3.272821032156e-03	4.171011921289e-03	4.281643305269e-03	5.148600451579e-03	5.577035522633e-03	7.026859754634e-03	7.066346959277e-03	7.409918086104e-03	8.080320868082e-03	8.773562773847e-03	9.870229918023e-03	1.039192579639e-02	169.18089343	221.42714055	338.49284682	359.15059478	457.71565192	469.85604303	564.99359307	612.00890772	771.10872715	775.44194699	813.14452019	886.71272191	962.78722777	1083.13253637	1140.38204166
347	9.0844387566e+00	0.0000000000e+00	2.8012534495e+00	0.0000000000e+00	1.550537315152e-03	2.003774081818e-03	3.113147703759e-03	3.266857994453e-03	4.139340994755e-03	4.308590023431e-03	5.131002823588e-03	5.576011405304e-03	7.039650987137e-03	7.102387638130e-03	7.405418458772e-03	8.063092115095e-03	8.775639259979e-03	9.872903412132e-03	1.038916544595e-02	170.15180283	219.88878897	341.62847233	358.49622702	454.24016946	472.81310354	563.06247662	611.89652383	772.51240267	779.39695434	812.65074317	884.82208481	963.01509578	1083.42591843	1140.07912821
348	9.1106186954e+00	0.0000000000e+00	2.8274333882e+00	0.0000000000e+00	1.558413505248e-03	1.990914247021e-03	3.143664146210e-03	3.261186899498e-03	4.106323091054e-03	4.334783605983e-03	5.113639065574e-03	5.574812526662e-03	7.051965800898e-03	7.137234767297e-03	7.401042893588e-03	8.046111263527e-03	8.777484460955e-03	9.875544459360e-03	1.038644165016e-02	171.01611479	218.47758522	344.97726481	357.87389629	450.61687333	475.68751698	561.15702442	611.76496211	773.86379727	783.22098475	812.17058039	882.95865174	963.21758318	1083.71573987	1139.78022617
349	9.1367986342e+00	0.0000000000e+00	2.8536133270e+00	0.0000000000e+00	1.565329250621e-03	1.979250519770e-03	3.176070083178e-03	3.255833534438e-03	4.071966882507e-03	4.360114267591e-03	5.096590895134e-03	5.573488877768e-03	7.063761853781e-03	7.170700242001e-03	7.396782831889e-03	8.029503885734e-03	8.779089147612e-03	9.878129743164e-03	1.038378271127e-02	171.77503012	217.19763910	348.53340535	357.28643238	446.84671523	478.46723579	559.28620396	611.61970843	775.15826445	786.89339612	811.70309265	881.13620268	963.39367719	1083.99944197	1139.48844136
350	9.1629785730e+00	0.0000000000e+00	2.8797932658e+00	0.0000000000e+00	1.571310879826e-03	1.968800753134e-03	3.210286336025e-03	3.250824559030e-03	4.036296884558e-03	4.384452284785e-03	5.079957780664e-03	5.572089067934e-03	7.074987040737e-03	7.202583282627e-03	7.392639998848e-03	8.013398830010e-03	8.780454392036e-03	9.880632533148e-03	1.038121845717e-02	172.43143805	216.05090976	352.28820509	356.73676086	442.93238541	481.13802447	557.46093063	611.46609705	776.39008633	790.39215541	811.24846928	879.36887709	963.54349545	1084.27409143	1139.20704700
351	9.1891585118e+00	0.0000000000e+00	2.9059732046e+00	0.0000000000e+00	1.576400274793e-03	1.959562657307e-03	3.246187072235e-03	3.246208814001e-03	3.999354450592e-03	4.407644396857e-03	5.063861457394e-03	5.570659953829e-03	7.085578510626e-03	7.232668211043e-03	7.388628126174e-03	7.997933020108e-03	8.781589828548e-03	9.883023628356e-03	1.037877952203e-02	172.98993460	215.03714592	356.22785551	356.23024139	438.87842187	483.68306459	555.69456332	611.30926991	777.55236581	793.69359470	810.80821714	877.67170063	963.66809520	1084.53648380	1138.93940480
352	9.2153384505e+00	0.0000000000e+00	2.9321531434e+00	0.0000000000e+00	1.580653843022e-03	1.951514620455e-03	3.241948110657e-03	3.283710047106e-03	3.961198770123e-03	4.429509906161e-03	5.048450744765e-03	5.569246192456e-03	7.095462005035e-03	7.260722168436e-03	7.384774351214e-03	7.983256470033e-03	8.782511844090e-03	9.885272367051e-03	1.037649659049e-02	173.45670976	214.15397596	355.76268324	360.34552605	434.69131992	486.08252689	554.00343308	611.15412753	778.63695395	796.77216068	810.38531422	876.06113542	963.76927471	1084.78325434	1138.68888202
353	9.2415183893e+00	0.0000000000e+00	2.9583330821e+00	0.0000000000e+00	1.584140168988e-03	1.944618017382e-03	3.238134093805e-03	3.322640701847e-03	3.921908076820e-03	4.449836986031e-03	5.033906136852e-03	5.567889738874e-03	7.104551751461e-03	7.286493289651e-03	7.381120044097e-03	7.969536925770e-03	8.783241731052e-03	9.887347671812e-03	1.037439963130e-02	173.83928981	213.39716125	355.34414327	364.61767160	430.37966470	488.31316607	552.40734685	611.00527396	779.63443833	799.60021434	809.98430036	874.55558946	963.84937055	1085.01099272	1138.45876735
354	9.2676983281e+00	0.0000000000e+00	2.9845130209e+00	0.0000000000e+00	1.586936416008e-03	1.938820920377e-03	3.234770234884e-03	3.362830471966e-03	3.881581564837e-03	4.468380208913e-03	5.020443134052e-03	5.566629311062e-03	7.112751247390e-03	7.309710245351e-03	7.377720711395e-03	7.956963149782e-03	8.783803836672e-03	9.889219097570e-03	1.037251714527e-02	174.14614245	212.76100339	354.97500242	369.02798909	425.95434153	490.34804957	550.92995306	610.86695799	780.53422900	802.14798074	809.61126672	873.17577704	963.91105451	1085.21635796	1138.25218839
355	9.2938782669e+00	0.0000000000e+00	3.0106929597e+00	0.0000000000e+00	1.589123754700e-03	1.934062911081e-03	3.231879938828e-03	3.404086927546e-03	3.840343319668e-03	4.484861020813e-03	5.008312572033e-03	5.565499845181e-03	7.119955369228e-03	7.330084541378e-03	7.374644528498e-03	7.945745383932e-03	8.784223747962e-03	9.890857850118e-03	1.037087545014e-02	174.38617513	212.23887222	354.65782909	373.55536178	421.42896720	492.15660963	549.59877775	610.74301344	781.32478999	804.38380129	809.27369466	871.94476952	963.95713445	1085.39619026	1138.07203317
356	9.3200582056e+00	0.0000000000e+00	3.0368728985e+00	0.0000000000e+00	1.590782249312e-03	1.930280528062e-03	3.229484211434e-03	3.446188324908e-03	3.798352154888e-03	4.498973673627e-03	4.997795420064e-03	5.564531964588e-03	7.126054270166e-03	7.347317362554e-03	7.371969024090e-03	7.936111125736e-03	8.784526557631e-03	9.892237743455e-03	1.036949802226e-02	174.56817387	211.82380366	354.39492840	378.17545611	416.82096949	493.70529427	548.44465372	610.63680082	781.99406701	806.27488483	808.98009199	870.88753189	963.99036397	1085.54761605	1137.92087793
357	9.3462381444e+00	0.0000000000e+00	3.0630528373e+00	0.0000000000e+00	1.591985697586e-03	1.927412813919e-03	3.227601104432e-03	3.488856300036e-03	3.755831334266e-03	4.510399530924e-03	4.989189118631e-03	5.563751485244e-03	7.130939396085e-03	7.361112714401e-03	7.369775576506e-03	7.928294384735e-03	8.784735262469e-03	9.893336066281e-03	1.036840491246e-02	174.70023706	211.50910841	354.18828129	382.85772517	412.15484878	494.95913718	547.50022131	610.55115311	782.53014762	807.78874971	808.73938894	870.02974372	964.01326668	1085.66814305	1137.80092300
358	9.3724180832e+00	0.0000000000e+00	3.0892327760e+00	0.0000000000e+00	1.592796887480e-03	1.925406454862e-03	3.226245220946e-03	3.531641596768e-03	3.713184941777e-03	4.518831821693e-03	4.982783369387e-03	5.563178978567e-03	7.134511544591e-03	7.368141787270e-03	7.371197645759e-03	7.922517557042e-03	8.784869349431e-03	9.894134330761e-03	1.036761225005e-02	174.78925486	211.28893595	354.03949028	387.55286878	407.47494814	495.88447413	546.79727158	610.48832777	782.92214560	808.56010130	808.89544301	869.39581015	964.02798102	1085.75574245	1137.71393835
359	9.3985980220e+00	0.0000000000e+00	3.1154127148e+00	0.0000000000e+00	1.593263632994e-03	1.924220107442e-03	3.225427303976e-03	3.573202028094e-03	3.671721628764e-03	4.524009889235e-03	4.978826319921e-03	5.562829410373e-03	7.136690197897e-03	7.367132493124e-03	7.377348073360e-03	7.918967322663e-03	8.784943624548e-03	9.894618880362e-03	1.036713184613e-02	174.84047426	211.15874937	353.94973427	392.11359895	402.92487547	496.45270136	546.36303559	610.44996709	783.16122517	808.44934407	809.57037442	869.00621696	964.03613177	1085.80891563	1137.66122011
360	9.4247779608e+00	0.0000000000e+00	3.1415926536e+00	0.0000000000e+00	1.593415826167e-03	1.923827636696e-03	3.225153927343e-03	3.600618495325e-03	3.644339856324e-03	4.525756861562e-03	4.977487208905e-03	5.562711871312e-03	7.137422556129e-03	7.366790983655e-03	7.379415576537e-03	7.917769132456e-03	8.784967334961e-03	9.894781337961e-03	1.036697090451e-02	174.85717553	211.11568069	353.91973465	395.12220847	399.92007327	496.64440942	546.21608515	610.43706867	783.24159220	808.41186774	809.79725667	868.87473078	964.03873369	1085.82674329	1137.64355881
361	9.4509578995e+00	2.6179938780e-02	3.1415926536e+00	0.0000000000e+00	1.593452948913e-03	1.923771129241e-03	3.225133550278e-03	3.600583485544e-03	3.644318657535e-03	4.525763479203e-03	4.977194283318e-03	5.562897097990e-03	7.136920011789e-03	7.366753767064e-03	7.379413479548e-03	7.918127632612e-03	8.784980105264e-03	9.894717257076e-03	1.036693641297e-02	174.86124928	211.10947971	353.91749852	395.11836659	399.91774697	496.64513562	546.18394028	610.45739495	783.18644433	808.40778369	809.79702655	868.91407163	964.04013507	1085.81971122	1137.63977380
362	9.4771378383e+00	5.2359877560e-02	3.1415926536e+00	0.0000000000e+00	1.593564239122e-03	1.923601701215e-03	3.225072406209e-03	3.600478426504e-03	3.644255115307e-03	4.525783666841e-03	4.976316887411e-03	5.563451552251e-03	7.135415387489e-03	7.366642494627e-03	7.379407442238e-03	7.919200337515e-03	8.785018292996e-03	9.894525146678e-03	1.036683321176e-02	174.87346197	211.09088713	353.91078874	395.10683769	399.91077401	496.64735096	546.08765721	610.51823927	783.02133090	808.39557295	809.79636403	869.03178739	964.04432569	1085.79862954	1137.62844878
363	9.5033177771e+00	7.8539816340e-02	3.1415926536e+00	0.0000000000e+00	1.593749463611e-03	1.923319634665e-03	3.224970456364e-03	3.600303228749e-03	3.644149392902e-03	4.525818424791e-03	4.974859132786e-03	5.564371586605e-03	7.132917613949e-03	7.366458293221e-03	7.379398225748e-03	7.920978954289e-03	8.785081530201e-03	9.894205402358e-03	1.036666211900e-02	174.89378801	211.05993391	353.89960103	395.08761196	399.89917232	496.65116520	545.92768713	610.61920137	782.74723193	808.37535918	809.79535264	869.22696802	964.05126517	1085.76354166	1137.60967352
364	9.5294977159e+00	1.0471975512e-01	3.1415926536e+00	0.0000000000e+00	1.594008236736e-03	1.922925396442e-03	3.224827635622e-03	3.600057741977e-03	3.644001765227e-03	4.525869407531e-03	4.972827770644e-03	5.565651219598e-03	7.129441264732e-03	7.366203023667e-03	7.379387099339e-03	7.923449967080e-03	8.785169208854e-03	9.893758679518e-03	1.036642449129e-02	174.92218507	211.01667126	353.88392827	395.06067290	399.88297206	496.65675991	545.70477090	610.75962486	782.36574670	808.34734658	809.79413166	869.49813033	964.06088679	1085.71451949	1137.58359689
365	9.5556776547e+00	1.3089969390e-01	3.1415926536e+00	0.0000000000e+00	1.594340024856e-03	1.922419633401e-03	3.224643851758e-03	3.599741753269e-03	3.643812622965e-03	4.525938904756e-03	4.970232045459e-03	5.567282276496e-03	7.125006114074e-03	7.365879254151e-03	7.379375841921e-03	7.926595071534e-03	8.785280488640e-03	9.893185887515e-03	1.036612221321e-02	174.95859461	210.96117018	353.86376032	395.02599715	399.86221609	496.66438635	545.41992298	610.93861267	781.87904517	808.31181699	809.79289630	869.84326565	964.07309834	1085.65166284	1137.55042571
366	9.5818575934e+00	1.5707963268e-01	3.1415926536e+00	0.0000000000e+00	1.594744152534e-03	1.921803165767e-03	3.224418984414e-03	3.599354984718e-03	3.643582478202e-03	4.526029815117e-03	4.967083501275e-03	5.569254575157e-03	7.119636563066e-03	7.365490222015e-03	7.379366744953e-03	7.930391738394e-03	8.785414307694e-03	9.892488181538e-03	1.036575768280e-02	175.00294250	210.89352068	353.83908398	394.98355421	399.83696062	496.67436261	545.07441020	611.15504743	781.28980506	808.26912564	809.79189802	870.25990168	964.08778328	1085.57509846	1137.51042312
367	9.6080375322e+00	1.8325957146e-01	3.1415926536e+00	0.0000000000e+00	1.595219810410e-03	1.921076978761e-03	3.224152883784e-03	3.598897090539e-03	3.643311971407e-03	4.526145612907e-03	4.963395750446e-03	5.571556147310e-03	7.113360972430e-03	7.365039783395e-03	7.379362617167e-03	7.934813868449e-03	8.785569396153e-03	9.891666952265e-03	1.036533379292e-02	175.05513992	210.81383087	353.80988281	394.93330613	399.80727593	496.68706995	544.66972632	611.40761578	780.60113859	808.21969572	809.79144505	870.74517436	964.10480227	1085.48497896	1137.46390658
368	9.6342174710e+00	2.0943951024e-01	3.1415926536e+00	0.0000000000e+00	1.595766064690e-03	1.920242212579e-03	3.223845369053e-03	3.598367653819e-03	3.643001879541e-03	4.526290308019e-03	4.959184215817e-03	5.574173484327e-03	7.106210942547e-03	7.364532350541e-03	7.379366791310e-03	7.939832498562e-03	8.785744292353e-03	9.890723813388e-03	1.036485390867e-02	175.11508440	210.72222587	353.77613697	394.87520717	399.77324728	496.70294840	544.20756382	611.69483531	779.81651350	808.16401140	809.79190311	871.29590536	964.12399491	1085.38148143	1137.41124537
369	9.6603974098e+00	2.3561944902e-01	3.1415926536e+00	0.0000000000e+00	1.596381868156e-03	1.919300150872e-03	3.223496226590e-03	3.597766183065e-03	3.642653125056e-03	4.526468399583e-03	4.954465857545e-03	5.577091796381e-03	7.098220579797e-03	7.363972817180e-03	7.379383132744e-03	7.945416520052e-03	8.785937361430e-03	9.889660587104e-03	1.036432184086e-02	175.18266101	210.61884654	353.73782302	394.80920338	399.73497590	496.72249169	543.68978384	612.01508305	778.93967254	808.10260971	809.79369637	871.90868088	964.14518179	1085.26480583	1137.35285768
370	9.6865773486e+00	2.6179938780e-01	3.1415926536e+00	0.0000000000e+00	1.597066072615e-03	1.918252207871e-03	3.223105207931e-03	3.597092108784e-03	3.642266785455e-03	4.526684823749e-03	4.949258895227e-03	5.580295274428e-03	7.089425783380e-03	7.363366472865e-03	7.379416049351e-03	7.951533375498e-03	8.786146816118e-03	9.888479287697e-03	1.036374181570e-02	175.25774378	210.50384809	353.69491368	394.73523228	399.69258003	496.74624150	543.11838578	612.36662413	777.97455519	808.03607111	809.79730855	872.57992818	964.16816679	1085.13517321	1137.28920727
